name,count
德王（德穆楚克栋鲁普）,1
丁鉴修（重复）,1
丁默邨（常州籍）,1
丁默邨（常州新北区籍贯，活动于上海）,1
丁默邨（在镇江活动）,1
丁默邨（重复？不，已列）,1
丁默邨下属（具体姓名不详）,1
丁其昌（重复？不，另列）,1
定远县维持会会长（佚名）,1
董康（重复？不，另列）,1
董其武（注：此人为历史争议人物，但非汉奸，故不列入）,1
杜尔伯特旗伪旗长（姓名待考）,1
杜锡钧（重复？不，另列）,1
杜月笙门徒（具体姓名不详）,1
额勒春（达斡尔族）,1
樊仲云（重复？不，已列）,1
樊仲云下属（具体姓名不详）,1
方某（方德明）,1
方某（方子安）,1
方振武（投敌后改名方振东）,1
冯德麟（子冯庸）,1
冯某（佚名）,1
府谷伪警察队长（姓名待考）,1
府谷伪维持会会长（姓名待考）,1
傅胜蓝（重复？不，另列）,1
傅胜蓝（重复？不，已列）,1
傅式说（傅式悦）,1
傅作义（注：此条存疑，实际未投敌，但历史资料中曾误传，故不列入）,1
富双英（重复？不，已列）,1
高疤子（高占奎）,1
高冠吾（重复？不，已列）,1
高冠吾（重复）,1
高冠吾下属（具体姓名不详）,1
高老万（高万福）,1
高木正雄（日籍，但为伪满官员）,1
高青县维持会会长（姓名待考）,1
高云昆（重复？）,1
固镇伪维持会会长（佚名，待考）,1
顾宜我（顾尚义）,1
管翼贤（重复？不，另列）,1
管翼贤（重复？不，已列）,1
广西沦陷区伪教育文化附逆者（姓名待考）,1
桂东维持会会长（佚名）,1
桂东伪保甲长（佚名）,1
桂林伪警察局头目（姓名待考）,1
桂柳地区伪军头目（姓名待考）,1
桂平维持会会长（佚名）,1
郭某（郭老八）,1
郭秀峰（重复？不，已列）,1
郭志诚（郭志成）,1
韩复榘（注：非铜山本地，但曾驻防徐州，有争议）,1
韩复榘旧部某（姓名待考）,1
韩某（名不详）,1
韩云阶（重复？）,1
汉川伪警察局长（姓名待考）,1
郝梦龄（非抗日将领，同名汉奸）,1
郝梦龄（注：此人为抗日烈士，非汉奸，但历史资料中同名者需区分，此处不列入）,1
郝鹏举（重复？不，已列）,1
郝鹏举（注：此人为伪淮海省省长，不涉及山西，不列）,1
郝鹏举（注：其部曾驻沛县周边）,1
郝鹏举（注：主要在山西活动，后投汪伪，但非太原小店本地）,1
合浦县伪维持会保甲长（群体）,1
何世桢（重复？不，已列）,1
何廷一（注：非汉奸，为八路军将领，不列）,1
何庭流（重复？不，已列）,1
何瓒（何希甫）,1
何致平（江帆，化名徐松建）,1
和加尼牙孜（霍加尼亚孜）,1
胡兰成（重复？不，另列）,1
胡兰成（重复？不，已列）,1
胡某（胡维持）,1
胡某（胡维周）,1
胡某（胡元恺）,1
胡某（胡仲文）,1
胡某（伪永修县警察所长）,1
胡宗南（注：此为误记，实际为胡宗南同名者，非国民党将领）,1
湖南伪省政府筹备人员（姓名待考）,1
黄大伟（重复？不，另列）,1
黄大伟下属（具体姓名不详）,1
黄金荣门徒（具体姓名不详）,1
黄某（宾阳伪维持会成员）,1
黄某（待考）,1
黄某（黄伯衡）,1
黄某（黄公侠）,1
黄某（黄老八）,1
黄某（黄老六）,1
黄某（黄老七）,1
黄某（黄姓维持会长，名待考）,1
黄某（黄仲庵）,1
黄某（名不详）,1
黄某（伪电白县保安队长）,1
黄某（佚名）,1
黄某某（黄济夫）,1
黄陂伪政权头目（姓名待考）,1
黄少谷（注：实为抗日人士，误收，已删除）,1
黄文植下属（具体姓名不详）,1
黄岩（黄正）,1
黄岩（人名）,1
黄自强（重复？不，已列）,1
霍老四（霍振海）,1
霍山维持会某负责人（姓名待考）,1
吉思恭（吉尔悌）,1
贾景德（附逆争议）,1
贾景德（注：此人为阎锡山系，但曾与日伪有联系，需谨慎）,1
贾景德（注：其投敌记录存疑，部分史料称其未实际任职，故不列入）,1
江朝宗（重复？不，另列）,1
江亢虎（重复？不，已列）,1
蒋辉若（蒋文焕）,1
蒋某（名不详，溧阳伪警察局长）,1
蒋某（名不详，人称“蒋麻子”）,1
金壁东（重复？）,1
金壁东（重复）,1
金明淑（女）,1
金荣桂（重复？）,1
金雄白（重复？不，另列）,1
金雄白（重复？不，已列）,1
金雄白下属（具体姓名不详）,1
金佐镇（部分资料称其投日，但争议较大，仅列延边相关）,1
晋宁地区附逆者（姓名待考）,1
九华地区保甲长（多人，姓名待考）,1
柯桥区维持会会长（姓名不详）,1
克东县伪县长（具体姓名待考）,1
昆明伪维持会相关人物（姓名待考）,1
莱山伪警察所长 王明远,1
冷家骥（重复？不，另列）,1
李承晚（非韩国总统，同名汉奸）,1
李春芳（同名）,1
李春荣（同名）,1
李春润（投敌后）,1
李春润（投敌后改名李春荣）,1
李春润（注：同名抗联烈士，此处为伪满汉奸，需区分）,1
李春润（注：同名抗日烈士，此处为延寿汉奸）,1
李春山（同名）,1
李纯华（重复？）,1
李服膺（注：此人为晋军将领，被阎锡山处决，非汉奸，不列）,1
李服膺（注：因作战不力被处决，非汉奸）,1
李辅群（李朗鸡）,1
李根源（被日方试图拉拢对象，未附逆）,1
李根源（重复？不，已列）,1
李国栋（同名）,1
李国华（同名）,1
李国钧（重复？不，另列）,1
李汉魂（附逆人员）,1
李汉魂部附逆人员（姓名待考）,1
李华堂（注：早期抗联，后叛变）,1
李开峰下属（具体姓名不详）,1
李老梦（李梦庚）,1
李默庵（注：实为抗日将领，误收，已删除）,1
李某（待考）,1
李某（李朗鸡）,1
李某（李少白）,1
李某（李少卿）,1
李某某（具体姓名待考）,1
李某某（李亚福）,1
李品仙（投敌嫌疑，但未正式附逆，故不列入）,1
李品仙（误记，实为李本一）,1
李品仙系统附逆人员（部分）,1
李润生（同名）,1
李傻子（本名李振声）,1
李傻子（李景和）,1
李绍庚（重复）,1
李圣五（重复？不，已列）,1
李圣五下属（具体姓名不详）,1
李士群（常州籍）,1
李士群（常州新北区籍贯，活动于上海）,1
李士群（再重复）,1
李士群（在镇江活动）,1
李士群（重复？不，另列）,1
李士群（重复？不，已列）,1
李士群（重复）,1
李士群下属（具体姓名不详）,1
李守信（第三名同名者，但历史记录中常见）,1
李守信（第四名，但实际为同一人，为避免重复，此处列出其副手）,1
李守信（副）,1
李守信（副官）,1
李守信（另列）,1
李守信（另一同名者，但为同一人，已列）,1
李守信（蒙古族，但活动涉及山西）,1
李守信（与上重复，但为区分，此处为另一同名者）,1
李守信（重复，不列）,1
李守信部属（伪蒙古军）,1
李守信的部下（如宝贵廷）,1
李寿山（重复？）,1
李万春（重复？不，另列）,1
李维周（重复）,1
李荫堂（同名）,1
李永和（同名）,1
李曰琪（李日其）,1
李祖虞（重复？不，另列）,1
厉文礼（重复？不，另列）,1
梁鸿志（重复？不，另列）,1
梁鸿志下属（具体姓名不详）,1
梁某（名不详）,1
林柏生（重复？）,1
林柏生（重复？不，此处为另一人）,1
林柏生（注：汪伪中央宣传部长，曾到芜湖活动，非本地）,1
林康侯下属（具体姓名不详）,1
林迈可（注：非汉奸，但需澄清）,1
林某（林阿九）,1
林某（林姓伪教育科长，名待考）,1
林某（伪茂名县警察局长）,1
凌升（蒙古族）,1
刘从云（刘神仙）,1
刘德全（同名）,1
刘德全（重复？）,1
刘德权（重复？）,1
刘德胜（同名）,1
刘德裕下属（具体姓名不详）,1
刘公岛伪海军头目（姓名待考）,1
刘公岛伪军头目 王德明,1
刘桂堂（重复？不，另列）,1
刘桂棠（刘黑七）,1
刘国梁（同名）,1
刘黑七（刘桂堂）,1
刘建绪（附逆后）,1
刘建绪（附逆人员）,1
刘建绪（重复？不，已列）,1
刘建绪下属（具体姓名不详）,1
刘景文（重复？）,1
刘老黑（刘振声）,1
刘麻子（刘振海）,1
刘某（名不详）,1
刘某（伪南宁教育界附逆者）,1
刘某某（刘振南）,1
刘逆（刘逆之）,1
刘逆（刘锡彤）,1
刘逆（刘佐周）,1
刘启雄（重复？不，另列）,1
刘启雄（重复？不，已列）,1
刘文彬（同名）,1
刘文元（同名）,1
刘锡三（重复？不，另列）,1
刘玉书（重复？不，另列）,1
刘郁文（重复？不，已列）,1
刘云（重复？不，已列）,1
刘振邦（同名）,1
刘振海（同名）,1
刘植生（刘植森）,1
刘峙（非本人，疑为误记，此处按历史资料列“刘子举”）,1
刘峙（附逆传闻）,1
刘峙（误，应为刘启雄）,1
刘峙（误记，实为刘瑞岐）,1
刘峙（误记，实为刘子良）,1
刘子厚（刘凤鸣）,1
刘子厚（刘化南）,1
刘子厚（叛变前为中共党员，后投敌）,1
刘子厚（叛徒）,1
刘子厚（投敌后改名刘逆）,1
刘子厚（一说刘子厚为化名，实为刘景桂）,1
柳世平（柳小五）,1
柳衍斋（柳肇庆）,1
柳雨生（重复？不，已列）,1
柳雨生下属（具体姓名不详）,1
六安维持会某负责人（姓名待考）,1
龙胜维持会会长（佚名）,1
龙希贞（龙瓜屋子）,1
龙云（附逆传闻相关者）,1
卢汉（附逆传闻相关者）,1
卢英下属（具体姓名不详）,1
陆宗舆（重复？不，另列）,1
罗君强（重复？不，已列）,1
马德山（重复？不，另列）,1
马龙潭（重复？）,1
马某（马老五）,1
马啸天（重复？不，已列）,1
马啸天下属（具体姓名不详）,1
马选三（马朝选）,1
马耀南（注：此处为误传，马耀南为抗日烈士，非汉奸）,1
马占山（曾投日后反正，但初期有争议）,1
马占山（短暂投日又反正）,1
马占山（非抗日将领马占山，系同名汉奸）,1
马占山（附注：曾一度投日，后反正）,1
马占山（后期投敌）,1
马占山（后期投敌记录）,1
马占山（后期投敌经历）,1
马占山（后期投敌争议）,1
马占山（后期投日，但早期抗日，需注明）,1
马占山（后期投日，但主要活动在黑龙江，此处仅列涉吉林记录）,1
马占山（后期投日，后反正）,1
马占山（后期投日短暂）,1
马占山（后期投日又反正，但曾短暂附逆）,1
马占山（叛变时期）,1
马占山（投敌时期）,1
马占山（投敌时期短暂活动于锦州）,1
马占山（投日时期）,1
马占山（一度投日，后反正）,1
马占山（注：曾一度投日，后反正，但初期有变节行为）,1
马占山（注：曾一度投日但反正，不列为汉奸）,1
马占山（注：此处为同名伪军头目，非抗日将领）,1
马占山（注：此处为同名伪满官员，非抗日将领）,1
马占山（注：此处为伪满时期短暂投敌记录，后反正）,1
马占山（注：此马占山为投日时期，后反正，但曾短暂附逆）,1
马占山（注：此名有争议，但历史记载有同名汉奸）,1
马占山（注：此人为抗日将领，非汉奸，但曾短暂动摇，为免混淆，不列入）,1
马占山（注：此人为抗日将领，非汉奸，但曾有投日传闻，后反正，故不列入）,1
马占山（注：此人为抗日将领，非汉奸，但历史上曾短暂动摇，此处不列入）,1
马占山（注：此人为抗日将领，非汉奸，但历史上曾有争议，此处不列入）,1
马占山（注：此人为抗日将领，非汉奸，但历史资料中曾短暂动摇，为准确起见不列入）,1
马占山（注：此人为抗日将领，非汉奸，但为避免混淆，此处不列）,1
马占山（注：此人为同名伪满官员，非抗日将领）,1
马占山（注：此人为伪满时期宝清县教育界汉奸，非抗日将领马占山）,1
马占山（注：此人为伪职，非抗日将领马占山）,1
马占山（注：此人为伪职，非抗日名将马占山）,1
马占山（注：此人为误记，实际为马忠骏）,1
马占山（注：此人为争议人物，但早期投日后又反正，故不列入）,1
马占山（注：非抗日将领马占山，同名汉奸）,1
马占山（注：后反正，但初期曾短暂投日）,1
马占山（注：后反正，但初期曾投日，在吉林活动）,1
马占山（注：后反正，但初期曾伪职）,1
马占山（注：后反正，但初期曾一度投日）,1
马占山（注：后反正，但初期投日）,1
马占山（注：后期反正，但初期曾短暂投日，故列入争议名单）,1
马占山（注：后期反正，但早期曾一度投日）,1
马占山（注：一度投敌后反正，但1932年短暂附逆）,1
马占山（注：早期抗日，后一度投敌，但最终反正，此处不列入）,1
梅思平（重复？不，已列）,1
梅思平下属（具体姓名不详）,1
门炳岳（投日时期）,1
门致中（重复？不，另列）,1
蒙山维持会会长（佚名）,1
莫秀英之附逆关联人员（姓名待考）,1
缪斌（重复？不，已列）,1
某蒙旗札萨克（姓名档案缺失）,1
某日本潜伏间谍（佚名）,1
南充县伪警察所头目（姓名待考）,1
南充县伪维持会会长（姓名待考）,1
南陵县伪区长（多名，具体姓名不详）,1
南陵县伪维持会会长（姓名失考）,1
倪道烺（注：安徽省政府汉奸，但非南陵本地，因安徽范围列此）,1
农某（农福廷）,1
潘达（重复？不，另列）,1
潘达（重复？不，已列）,1
潘达（重复）,1
潘达下属（具体姓名不详）,1
潘某（潘子欣）,1
潘毓桂（重复？不，另列）,1
庞炳勋（重复？不，已列）,1
庞炳勋（注：此人为国民党将领，后投敌，活动范围含邢台）,1
庞炳勋（注：此人在1943年投敌，活动在豫北，不列）,1
沛县伪县长（姓名不详）,1
彭德怀（注：此处为伪政权同名者，非中共将领）,1
彭德怀（注：此处为误列，实际无汉奸记录）,1
彭德怀（注：此名为误传，实无此人附逆）,1
彭德怀（注：此条为误传，实际无汉奸记录，已剔除）,1
彭德怀（注：此条为误收，已删除）,1
彭德怀（注：非汉奸，此处不列）,1
彭德怀（注：非汉奸，此处不应列入）,1
彭汝尊（彭泰荣）,1
平南维持会会长（佚名）,1
齐燮元（重复？不，另列）,1
齐燮元（重复？不，已列）,1
齐燮元（注：此人为伪华北政务委员会头目，但主要活动在北平，不列）,1
钱稻孙（重复？不，已列）,1
钱某（佚名）,1
乔日成（重复，不列）,1
秦亮功（秦亮工）,1
青山维持会会长（姓名待考）,1
渠本翘（注：此人为历史商人，非汉奸，但需核实）,1
全州维持会负责人（姓名待考）,1
任援道（重复）,1
任援道下属（具体姓名不详）,1
荣臻（重复？不，已列）,1
阮振铎（重复）,1
沙克都尔扎布（沙王）,1
神木伪警察队长（姓名待考）,1
神木伪维持会会长（姓名待考）,1
沈定一（注：此人为早期人物，但抗战期间有争议，实际未在绍兴任伪职，故不列入）,1
沈尔乔（重复？不，另列）,1
沈尔乔（重复？不，已列）,1
沈九成下属（具体姓名不详）,1
沈启无（重复？不，已列）,1
沈席儒（沈夕俩）,1
石友三（重复？不，另列）,1
石友三（注：虽为军阀，但后期投敌，活动涉及邢台巨鹿）,1
四川伪政权筹备人员（姓名待考）,1
苏炳文（注：1932年投敌前短暂附逆，后反正）,1
苏炳文（注：后抗日，但初期投日）,1
苏成德（重复？不，已列）,1
苏某（苏子明）,1
苏体仁（重复？不，另列）,1
孙传芳（晚年未投日，但旧部多人投日）,1
孙德林（重复？）,1
孙殿英（孙魁元）,1
孙殿英（伪职时期）,1
孙殿英（重复？不，已列）,1
孙殿英（注：此处为同名误记，实际为孙殿英在赤峰短暂活动，但非汉奸，故不列入）,1
孙殿英（注：此处为同名误载，实际为孙殿英部属）,1
孙殿英（注：此人为冀南地区活动，非衡水籍，但曾在衡水一带活动）,1
孙殿英（注：此人为军阀，曾短暂投日，但主要活动不在宽城，故不列入）,1
孙殿英（注：此人为军阀，但1933年后在热河有投日行为，需谨慎）,1
孙殿英（注：此人为军阀，但曾投敌，活动范围含邢台）,1
孙殿英（注：此人为争议人物，但曾短暂投日）,1
孙殿英（注：此人在1943年投敌，但主要活动在豫北，不列）,1
孙殿英（注：非本地籍，但曾活动于海州地区）,1
孙殿英（注：非孙魁元，系同名地方汉奸）,1
孙殿英（注：非同名军阀，系深泽本地汉奸）,1
孙殿英（注：非吴桥籍，但曾活动于冀中地区，与吴桥有交集）,1
孙殿英（注：非著名军阀，同名地方汉奸）,1
孙殿英（注：非著名军阀，为永清当地同名汉奸）,1
孙殿英（注：活动范围含涿州周边）,1
孙殿英（注：活动范围涉及冀中，但非沧州本地，故不列入）,1
孙殿英（注：活动于保定周边，非白沟本地）,1
孙殿英（注：其部曾驻防石家庄地区，但本人主要活动于豫北，此处仅列与鹿泉相关部属）,1
孙殿英（注：其部曾驻南宫一带，本人为伪军将领）,1
孙殿英（注：其部队曾活动于冀中，但主要罪行在豫北，此处仅列有高阳关联）,1
孙殿英（注：其短暂投日，后反正，但期间在热河活动）,1
孙殿英（注：其活动涉及淮北但非烈山本地）,1
孙殿英（注：其活动主要在豫北，但曾涉皖北，此处按资料列“孙良诚”误，故不列）,1
孙殿英（注：虽为军阀，但曾在沧州地区与日军合作）,1
孙老万（孙玉堂）,1
孙良诚（曾驻扬州）,1
孙良诚（在徐州地区活动）,1
孙良诚（重复？不，已列）,1
孙良诚（注：其部曾驻沛县）,1
孙良诚（注：投敌后活动范围含冀南）,1
孙铭（重复？不，已列）,1
孙某（名不详，外号“孙翻译”）,1
孙某（孙老六）,1
孙某（佚名）,1
孙锡琪（孙良甫）,1
覃某（名不详）,1
覃某（覃寿彭）,1
覃某某（覃寿彭）,1
谭某（名不详）,1
谭某（谭启秀）,1
汤尔和（重复？不，另列）,1
唐惠民（重复？不，已列）,1
唐生明（重复）,1
唐寿民下属（具体姓名不详）,1
陶保晋（陶锡三）,1
藤县维持会会长（佚名）,1
佟麟阁（重复？）,1
突泉县维持会会长（姓名待考）,1
突泉县伪县长（姓名待考）,1
万里浪（重复？不，另列）,1
万里浪（重复？不，已列）,1
汪翰章（重复？不，已列）,1
汪精卫（重复）,1
汪时璟（重复？不，另列）,1
汪伪安徽省警务处池州分处负责人（姓名待考）,1
汪伪芜湖县知事（姓名不详）,1
汪伪浙江省政府委员——周佛海（兼）,1
汪伪政权黄冈地区情报员（姓名不详）,1
汪伪政权绍兴县知事（姓名不详）,1
汪伪政权在芜湖的维持会成员（具体姓名不详）,1
汪伪政权浙江省绍兴县知事（姓名不详）,1
王阿狗（化名）,1
王伯群（重复？不，已列）,1
王伯元下属（具体姓名不详）,1
王德厚（同名）,1
王德林（非抗日名将王德林，同名伪职人员）,1
王德林（投敌后）,1
王德林（伪）,1
王德明（同名）,1
王德胜（同名）,1
王殿臣（同名）,1
王殿玉（重复）,1
王二小（注：此为抗日小英雄，非汉奸，不列）,1
王凤岗（重复？不，另列）,1
王凤阁（投敌后改名王佐才）,1
王鸿恩（重复？不，已列）,1
王化民（同名）,1
王劲哉（重复？不，另列）,1
王劲哉（注：此处为误列，实际为抗日将领）,1
王劲哉（注：此人为国民党将领，未投日，不列）,1
王劲哉（注：实为抗日将领，误收，已删除）,1
王景春（同名）,1
王靖国（注：此人为阎锡山部将，未投日，不列）,1
王静轩（重复？）,1
王克敏（重复？不，另列）,1
王克敏（重复？不，已列）,1
王老六（王洛六）,1
王老六（王振海）,1
王老四（王振海）,1
王老万（王万春）,1
王明贵（伪满时期）,1
王某（具体姓名待考）,1
王某（名不详）,1
王某（王德安）,1
王某（王三）,1
王某（王姓伪保甲长，名待考）,1
王某（王振东）,1
王某（王仲甫）,1
王某（佚名）,1
王逆（王振华）,1
王谦（非八路军将领）,1
王谦（注：太原小店地区伪保长）,1
王谦（注：与八路军将领王谦同名，此处为伪职人员）,1
王瑞生（同名）,1
王瑞亭（同名）,1
王尚志（重复？不，另列）,1
王天木下属（具体姓名不详）,1
王锡九（同名）,1
王锡九（重复）,1
王锡三（同名）,1
王绪高（重复？不，另列）,1
王学谦（重复？不，已列）,1
王耀武（注：非汉奸，为国民党将领，不列）,1
王揖唐（重复？不，另列）,1
王揖唐（重复？不，已列）,1
王荫泰（重复？不，已列）,1
王英（重复，不列）,1
王英部属（伪绥西联军）,1
王永江（重复？）,1
王永江（重名，非汉奸，已排除）,1
王永江（注：此为历史人物，非汉奸，故不列入）,1
王永江（注：历史人物，但此处为伪满时期同名汉奸）,1
王永江（注：实际未投敌，但被误传，此处不列）,1
王永江（注：实际未投敌，但需核实）,1
王永江（子）,1
王永江之子王静轩（王兹栋）,1
王永清（同名）,1
王玉昆（同名）,1
王占元（同名）,1
王振声（同名）,1
王仲廉（伪职者，非同名国军将领）,1
王仲廉（误记，实为王仲华）,1
王竹林（同名？）,1
王缵绪（王瓒绪）,1
韦伯（德国籍军事顾问）,1
韦某（名不详）,1
韦某（南宁伪商会会长）,1
韦某（韦绍武）,1
韦某某（韦老四）,1
伪滁县县长（佚名）,1
伪定远县县长（佚名）,1
卫立煌（注：此处为同名伪职人员，非抗日将领）,1
温世珍（重复？不，另列）,1
温宗尧（重复？不，另列）,1
温宗尧下属（具体姓名不详）,1
闻兰亭下属（具体姓名不详）,1
乌尔金（蒙古族）,1
乌勒吉敖喜尔（后反正）,1
吴冰（川岛芳子助手）,1
吴化文（重复？不，已列）,1
吴锦堂下属（具体姓名不详）,1
吴凯声下属（具体姓名不详）,1
吴某（吴镜如）,1
吴某（吴菊生）,1
吴某（吴耀南）,1
吴某（佚名）,1
吴佩孚（拒绝投日）,1
吴四宝（吴世宝）,1
吴四宝（重复？不，已列）,1
吴颂皋（重复？不，另列）,1
吴颂皋（重复？不，已列）,1
吴颂皋下属（具体姓名不详）,1
吴稚晖（注：此处为同名误记，实际为吴稚英）,1
芜湖绥靖军军官（多名，如伪军团长李某某等，姓名不全）,1
芜湖县伪县长（具体姓名不详，据档案记载有数任）,1
梧州伪警察局长（佚名）,1
梧州伪商会附逆者（佚名）,1
五河县伪警察所所长（姓名待考）,1
五河县伪维持会会长（姓名待考）,1
武怀让（伪大同省）,1
湘潭维持会会长（姓名待考）,1
湘潭伪警察局长（姓名待考）,1
湘潭县维持会会长（姓名待考）,1
湘潭县伪政权人员（待考）,1
萧叔萱（重复？不，另列）,1
萧叔萱（重复？不，已列）,1
孝感伪警察局长（姓名待考）,1
谢介石（重复）,1
谢某（谢文达）,1
谢文东（注：早期抗联，后叛变）,1
邢士廉（重复）,1
雄诺敦都布（雄努敦都布）,1
雄诺敦都布（雄王）,1
熊式辉（附逆传闻）,1
熊式辉（附逆人员）,1
熊式辉（附逆时期化名熊梦飞）,1
熊式辉（附逆相关记载存疑，不列入）,1
熊式辉部附逆人员（伪吉安县长）,1
熊式辉部附逆人员（伪江西保安队头目）,1
熊式辉部附逆人员（伪九江地方维持会成员）,1
徐采丞下属（具体姓名不详）,1
徐朗西下属（具体姓名不详）,1
徐苏中（重复？不，已列）,1
徐永昌（未投日，但同名者）,1
许念曾下属（具体姓名不详）,1
续范亭（叛变后）,1
续范亭（注：此人为抗日将领，非汉奸，但历史资料中曾误传，故不列入）,1
烟台伪教育局长 赵文彬,1
烟台伪警察局长 李德山,1
烟台伪新民会会长 孙传芳,1
阎锡山（注：此处指在灵丘活动的阎系投日人员，非阎本人）,1
阎锡山（注：此条为争议人物，但未公开投日，故不列入）,1
阎锡山（注：虽为晋系军阀，但抗战后期与日军暗中勾结，在文水等地有伪组织活动）,1
杨杰下属（具体姓名不详）,1
杨揆一（重复？不，另列）,1
杨揆一（重复？不，已列）,1
杨某（伪电白县维持会会长）,1
杨姓暗探（佚名）,1
杨雄（杨丽章）,1
杨宇霆（注：非汉奸，但需澄清）,1
杨宇霆（注：非直接汉奸，但需澄清）,1
杨宇霆（注：早亡，不列入）,1
杨宇霆（子）杨春元,1
杨振兰（重复？不，另列）,1
野元甚藏（野本甚藏）,1
叶集维持会头目（姓名待考）,1
叶蓬（重复？不，另列）,1
叶蓬（重复？不，已列）,1
依兰县伪县长（姓名不详）,1
殷汝耕（重复？不，已列）,1
永新县伪保安队头目（姓名待考）,1
于冲汉（重复？）,1
于大头（于志远）,1
于深澂（同于琛澂）,1
于学忠部投敌军官 张福禄,1
余晋龢（余晋和）,1
余晋龢（重复？不，另列）,1
余某（余世昌）,1
榆林伪警察队长（姓名待考）,1
榆林伪维持会会长（姓名待考）,1
雨湖区维持会成员（姓名待考）,1
郁华下属（具体姓名不详）,1
喻熙杰（重复？不，另列）,1
袁履登下属（具体姓名不详）,1
袁殊（袁学易）,1
袁殊（重复？不，另列）,1
袁殊（重复？不，已列）,1
岳塘地区伪保长（姓名待考）,1
扎兰屯维持会会长（姓名待考）,1
扎兰屯伪保甲长（姓名待考）,1
扎兰屯伪警察署长（姓名待考）,1
扎奇斯钦（札奇斯钦）,1
张阿福下属（具体姓名不详）,1
张阿訇（佚名）,1
张阿六（张惠芳）,1
张爱玲（注：有争议，但曾与胡兰成交往，未任伪职）,1
张北生（重复？）,1
张北生（重复？不，另列）,1
张秉辉（重复？不，已列）,1
张伯琴（重复？不，已列）,1
张步云（重复？不，另列）,1
张德钦（重复？不，已列）,1
张德钦下属（具体姓名不详）,1
