"Id","Name","CourtesyName","Pseudonym","BirthYear","DeathYear","BirthYearType","DeathYearType","NativePlace","AliasesJson","IdentityTagsJson","Period","Faction","Summary","RelatedIdsJson","CreatedAt","UpdatedAt","province","city","country","town","village"
"01572d970e2b4670b87e21b440a2c939",高必发,,,,,exact,exact,淮安区,[],"[""伪淮安县警察大队长""]",抗日战争时期,"",伪职：伪淮安县警察大队长；罪行：沙贵章副手，执掌伪警察武装，参与黄土桥惨案，下乡扫荡，抓捕酷刑迫害爱国群众。；结局：抗战胜利后公审枪决。,[],"2026-08-27 03:29:02.100050","2026-08-27 03:29:02.100050",,,,,
"015c20e6af1843e1a7b329da11b17ca9",王炳章,,,,,exact,exact,"",[],"[""伪庆云县县长；管控冀鲁边区边缘，修筑炮楼封锁根据地。""]",抗日战争时期,"",伪职：伪庆云县县长；管控冀鲁边区边缘，修筑炮楼封锁根据地。；结局：战后汉奸罪判处徒刑,[],"2026-08-27 03:29:02.083746","2026-08-27 03:29:02.083746",,,,,
"0167953fe6d5477fae9094c446a97af3",朱建正,,,,,"","",四川成都,[],[],抗日战争时期,汪伪政权,伪任职务：吴冰的本地接应人，负责掩护间谍、传递消息，联络本地眼线。。结局：逮捕判处重刑监禁,[],"2026-08-26 17:52:47","2026-08-26 17:52:47",,,,,
"017e488c1b4144d3a2785afd7e936ab5",陈炳康,,,,,exact,exact,瑞安城郊,[],"[""伪瑞安便衣特务头目""]",抗日战争时期,"",伪职：伪瑞安便衣特务头目；罪行：网罗流氓充当爪牙，刺探地下党组织情报，搜捕抗日人员。；结局：根据地武工队锄奸处决。,[],"2026-08-27 03:29:02.100996","2026-08-27 03:29:02.100996",,,,,
"01942951bf2c4275a894317504138b99",于冲汉,,,,,exact,exact,辽宁辽阳,[],"[""伪奉天自治指导部部长""]",抗日战争时期,"",伪职：伪奉天自治指导部部长；罪行：伪满早期核心人物，建立自治指导部，在奉天全省网罗汉奸，培训伪官吏，推行奴化统治。；结局：1932 年病死，逃脱审判。,[],"2026-08-27 03:29:02.090628","2026-08-27 03:29:02.090628",,,,,
"01bed62166c4450d9c96a45cb5f26a0e",那达木德,,,,,exact,exact,库伦旗,[],"[""伪库伦旗旗长；协助日军管控辽蒙交界，搜捕抗日人员。""]",抗日战争时期,"",伪职：伪库伦旗旗长；协助日军管控辽蒙交界，搜捕抗日人员。；结局：战后汉奸罪判处徒刑,[],"2026-08-27 03:29:02.085865","2026-08-27 03:29:02.085865",,,,,
"01d32c4373924ac9a687d5bad5ee69f5",沈锦言,,,,,exact,exact,平湖城区,[],"[""伪平湖东湖坊坊长""]",抗日战争时期,"",伪职：伪平湖东湖坊坊长；罪行：城区基层伪头目，推行保甲，告密进步群众，协助伪警搜捕。；结局：抗日游击队击毙。,[],"2026-08-27 03:29:02.101197","2026-08-27 03:29:02.101197",,,,,
"01ddb9d08d1c4d229237cd8a2dca8194",顾鸿奎,,,,,exact,exact,启东聚阳（利民镇）,[],"[""伪联防主任、伪保长""]",抗日战争时期,"",伪职：伪联防主任、伪保长；罪行：勾结日伪，敲诈勒索乡里，祸害百姓，长期龟缩据点与抗日武装对抗。；结局：被当地民兵锄奸处死。,[],"2026-08-27 03:29:02.099124","2026-08-27 03:29:02.099124",,,,,
"01eb222212d1446aa1ffce86c6bc2516",熊三秃子,,,,,exact,exact,泗阳洋河,[],"[""洋河维持会会长""]",抗日战争时期,"",伪职：洋河维持会会长；罪行：投靠日寇，把持洋河地方伪组织，搜刮酒粮物资供给日军，祸害洋河周边百姓中共宿迁市...。；结局：解放后被镇压。,[],"2026-08-27 03:29:02.100439","2026-08-27 03:29:02.100439",,,,,
"020d9b8d8c104ee3bcd96480d075c45e",姜颂平,,,,,"","",江苏,[],"[""部长"", ""特务""]",抗日战争时期,汪伪政权,伪任职务：汪伪特工总部苏北分区区长，南通特工总站头目，南通地区特务最高负责人；抓捕、刑讯地下抗日人员，策反我方人员，汤景延团谈判对手。。结局：抗战胜利捕获，汉奸罪判处死刑执行枪决,[],"2026-08-26 17:52:47","2026-08-26 17:52:47",,,,,
"020ef158c395481a8cb12b7030932f97",凌印清,,,,,exact,exact,海城（现鞍山海城）,[],"[""九一八后伪 “东北民众自卫军” 总司令""]",抗日战争时期,"",伪职：九一八后伪 “东北民众自卫军” 总司令；罪行：九一八事变被日军重金收买，招降土匪，策反义勇军，在辽海一带为日军卖命，是辽南最早一批汉奸。；结局：1931 年被抗日义勇军活捉，沙岭镇公审枪决中国·鞍山。,[],"2026-08-27 03:29:02.091225","2026-08-27 03:29:02.091225",,,,,
"020f6ce87d7043a3b861117e4a38d5fa",杨夙兴,,,,,"","",高邮南甘垛,[],"[""部长"", ""维持会""]",抗日战争时期,汪伪政权,伪任职务：地方劣绅，伪乡维持会头目，为据点征集粮款，出卖我方干部情报。。结局：被抗日民主政府镇压,[],"2026-08-26 17:52:47","2026-08-26 17:52:47",,,,,
"02198438dfa4435f8972158a58484148",徐荣候,,,,,exact,exact,安徽寿县,[],"[""第三任伪厚和市市长；执行日伪政令，管控城市警务、物资配给，镇压爱国活动。""]",抗日战争时期,"",伪职：第三任伪厚和市市长；执行日伪政令，管控城市警务、物资配给，镇压爱国活动。；结局：战后逮捕判刑,[],"2026-08-27 03:29:02.084792","2026-08-27 03:29:02.084792",,,,,
"021d3fe13a97435685830a78b804cfac",卜兆瑞,,,,,exact,exact,萨拉齐,[],"[""伪萨拉齐县县长；管控平绥铁路西段，修筑炮楼，频繁配合日军扫荡大青山南麓村庄。""]",抗日战争时期,"",伪职：伪萨拉齐县县长；管控平绥铁路西段，修筑炮楼，频繁配合日军扫荡大青山南麓村庄。；结局：战后汉奸罪判处徒刑,[],"2026-08-27 03:29:02.085176","2026-08-27 03:29:02.085176",,,,,
"0233502269e44feda9982c39cb33605b",张少武,,,,,exact,exact,凤台县城,[],"[""伪凤台县警察局局长""]",抗日战争时期,"",伪职：伪凤台县警察局局长；罪行：执掌伪警察、侦缉队，城内搜捕爱国青年，下乡配合伪军扫荡，推行良民证、户口盘查。；结局：抗战胜利后公审枪决。,[],"2026-08-27 03:29:02.103848","2026-08-27 03:29:02.103848",,,,,
"0248789facba40988c54e5b9fb7abda1",陈天锡,,,,,exact,exact,"",[],"[""伪晋城县首任县长""]",抗日战争时期,"",伪职：伪晋城县首任县长；罪行：建立晋城伪县公署、伪警察、新民会；推行保甲十家连坐，征粮抓丁，管控白晋铁路，配合日军扫荡晋南根据地。；结局：抗战胜利逮捕，汉奸罪重判,[],"2026-08-27 03:29:02.088299","2026-08-27 03:29:02.088299",,,,,
"025b56d4156b4fccb09b9a6fdef66fe5",卢万寿,,,,,exact,exact,邯郸,[],"[""伪邯郸警察所长；配合特务抓捕抗日人员，参与插箭岭屠杀干部事件。""]",抗日战争时期,"",伪职：伪邯郸警察所长；配合特务抓捕抗日人员，参与插箭岭屠杀干部事件。；结局：镇反公审处决,[],"2026-08-27 03:29:02.081650","2026-08-27 03:29:02.081650",,,,,
"02624e22c9b541d2b8c6031644a6d667",李细狗,,,,,exact,exact,向塘火车站,"[""周毛仔""]","[""伪军密探""]",抗日战争时期,"",伪职：伪军密探；罪行：专门打探难民位置，带队扫荡河湾窑洞；结局：暂无明确结局记载,[],"2026-08-27 03:29:02.077940","2026-08-27 03:29:02.077940",,,,,
"027ee3c5e77e4f278d339d2c2dc0ac4e",邵尚俭,,,,,exact,exact,金州,[],"[""关东州厅参事、大连市商会副会长，身兼 30 余个伪职，粮油大亨""]",抗日战争时期,"",伪职：关东州厅参事、大连市商会副会长，身兼 30 余个伪职，粮油大亨；罪行：垄断大连粮油行业，执行日军物资配给，摊派报国公债，把粮食油料供给日军；商民抗捐罢市时私自赴东京欺骗日本当局；日本投降后任治安维持会副会长，勾结日伪残余与国民党。；结局：1946 逮捕，没收绝大部分财产，保外就医，后病逝北京。,[],"2026-08-27 03:29:02.091056","2026-08-27 03:29:02.091056",,,,,
"029d1a2ba1284ead85ea1292ca4c3daa",蔡文篇,,,,,exact,exact,厦门,[],"[""伪厦门开发公司董事""]",抗日战争时期,"",伪职：伪厦门开发公司董事；罪行：经济汉奸，配合日方掠夺福建资源。；结局：战后定罪。,[],"2026-08-27 03:29:02.080463","2026-08-27 03:29:02.080463",,,,,
"02c129f06a36471dbc0d44c853503a19",俞松如,,,,,exact,exact,绍兴越城,[],"[""伪绍兴县警察局局长""]",抗日战争时期,"",伪职：伪绍兴县警察局局长；罪行：网罗地痞组建侦缉队，城内大肆搜捕地下抗日人员，酷刑审讯爱国志士，推行宵禁。；结局：抗战胜利后公审伏法。,[],"2026-08-27 03:29:02.101734","2026-08-27 03:29:02.101734",,,,,
"02d9f37c3cbd4fafb9c20a5b197440bb",查全祝,,,,,exact,exact,顺安长龙山一带,[],"[""伪顺安特务队骨干""]",抗日战争时期,"",伪职：伪顺安特务队骨干；罪行：参与特务抓捕行动，四处打探铜陵大队行踪，多次计划参与抓捕我方干部，胡家祠堂伏击目标人物之一。；结局：日军投降后捕获惩处。,[],"2026-08-27 03:29:02.104402","2026-08-27 03:29:02.104402",,,,,
"02fe5ee8c1c94d0a9ed3e16595c33a54",老来好,,,,,exact,exact,双鸭山大叶沟,"[""匪号""]","[""山林队头目，预谋投敌""]",抗日战争时期,"",伪职：山林队头目，预谋投敌；罪行：杀害抗联四军三师团长唐青山，打算率百余人队伍投降日军，阴谋败露。；结局：被抗联四军逮捕处决。,[],"2026-08-27 03:29:02.098161","2026-08-27 03:29:02.098161",,,,,
"0308e0b189274d7584cfc80308363161",谢佑安,,,,,exact,exact,通县,[],"[""伪通县县长；通州事变之后收拾残局，效忠日伪。""]",抗日战争时期,"",伪职：伪通县县长；通州事变之后收拾残局，效忠日伪。；结局：1946 年判处有期徒刑,[],"2026-08-27 03:29:02.092090","2026-08-27 03:29:02.092090",,,,,
"03112fb3857d4c1598f4b24023022a19",王献臣,,,,,exact,exact,丰县,"[""王歪鼻子""]","[""伪丰县首任知事（县长）""]",抗日战争时期,"",伪职：伪丰县首任知事（县长）；罪行：北洋旧军人投敌，组建丰县伪县公署，组建伪武装，配合日军扫荡湖西抗日根据地，残害抗日军民，被称为丰县铁杆汉奸徐州政协。；结局：抗战胜利后被公审处决。,[],"2026-08-27 03:29:02.098850","2026-08-27 03:29:02.098850",,,,,
"0340b47883a54ed08ff003f4c511dcc2",董少谦,,,,,exact,exact,滁城,[],"[""南京调来伪防护总队总队长""]",抗日战争时期,"",伪职：南京调来伪防护总队总队长；罪行：直属汪伪军部的特务武装，管控滁城治安，专门对付地下抗日活动，武器精良，大肆逮捕嫌疑人员中国人民政...。；结局：抗战胜利后逮捕判刑。,[],"2026-08-27 03:29:02.104907","2026-08-27 03:29:02.104907",,,,,
"0369f07cf7b8475790e35d1149878e51",额宝斋,,,,,exact,exact,乌拉特前旗,[],"[""蒙奸，乌拉特前旗西协理；常驻包头园子巷旗办事处；向日军告密牧民动向，抓捕支援游击队的蒙民；抗战胜利后假意归顺奇俊峰，暗中策动叛乱。""]",抗日战争时期,"",伪职：蒙奸，乌拉特前旗西协理；常驻包头园子巷旗办事处；向日军告密牧民动向，抓捕支援游击队的蒙民；抗战胜利后假意归顺奇俊峰，暗中策动叛乱。；结局：1947 清算处决,[],"2026-08-27 03:29:02.085209","2026-08-27 03:29:02.085209",,,,,
"03985962c9374122ae0c9a59e3eccfce",吴克初,,,,,exact,exact,贵池城关,[],"[""贵池维持会首任会长""]",抗日战争时期,"",伪职：贵池维持会首任会长；罪行：贵池沦陷头号汉奸，日军登陆后牵头组建维持会，配合宣抚班，征集粮草民夫，开办奴化教育的 “贵池模范小学”，胁迫商户纳贡资敌。；结局：抗战胜利后肃奸公审处决。,[],"2026-08-27 03:29:02.105822","2026-08-27 03:29:02.105822",,,,,
"03c2a8e8b9884fa3815b970decbe8b68",张国铨,,,,,exact,exact,复县,[],"[""伪复县第二任县长""]",抗日战争时期,"",伪职：伪复县第二任县长；罪行：执行日伪集团部落政策，盘查沿海渡口，抓捕抗日人员。；结局：光复后逮捕判刑。,[],"2026-08-27 03:29:02.092697","2026-08-27 03:29:02.092697",,,,,
"03d1369ed9af40d5b5e270ea6fb77941",陈二混子,,,,,exact,exact,阜阳西南边境（阜南）,[],"[""从沦陷区窜来奸细""]",抗日战争时期,"",伪职：从沦陷区窜来奸细；罪行：伪装逃难流民，潜入乡间散布失败谣言，企图发展情报网络。；结局：被乡自卫队查获，军法处置。,[],"2026-08-27 03:29:02.105153","2026-08-27 03:29:02.105153",,,,,
"03e83e949520445caf12c3ae333b37e2",杨立言,,,,,exact,exact,潘集、凤台北部,[],"[""伪绥靖六团团长（大褂队）""]",抗日战争时期,"",伪职：伪绥靖六团团长（大褂队）；罪行：土匪投敌，“大褂队” 改编伪军，四处烧杀抢掠、绑票勒索，捕杀抗日干部，多次进攻凤台抗日民主政府，淮上祸害最大伪军头目之一淮南市人民...。；结局：1940 年苏涂村战斗被抗日武装击毙，部队全歼淮南日报。,[],"2026-08-27 03:29:02.103766","2026-08-27 03:29:02.103766",,,,,
"041e41dd6523434cb5cf3df6bc8873c5",贾得功,,,,,exact,exact,襄汾,[],"[""伪汾城警备大队长""]",抗日战争时期,"",伪职：伪汾城警备大队长；罪行：下乡烧杀抢掠，残害堡垒户。；结局：解放后公审枪决,[],"2026-08-27 03:29:02.090193","2026-08-27 03:29:02.090193",,,,,
"044661d0e4414728be17fe5778b1330e",吴子玉,,,,,exact,exact,临榆,[],"[""伪临榆县警察局长，配合山海关宪兵队搜捕进出关地下交通员。""]",抗日战争时期,"",伪职：伪临榆县警察局长，配合山海关宪兵队搜捕进出关地下交通员。；结局：解放后镇反清算枪决,[],"2026-08-27 03:29:02.094170","2026-08-27 03:29:02.094170",,,,,
"0472e875691942beaddf67a9665f6d50",张本政,,,,,"","",辽宁旅顺（大连）,[],"[""军长"", ""厅长""]",抗日战争时期,汪伪政权,伪任职务：大连大商人，关东厅参事，捐献巨资、飞机支援日军侵华，为日军提供航运运力抖音百科。结局：1951 年大连公审，判处死刑枪决,[],"2026-08-26 17:52:47","2026-08-26 17:52:47",,,,,
"04801c90a2e64c13a06f4f3f8c4847e8",黄炳阳,,,,,"","",湖南长沙,[],"[""军长"", ""县长""]",抗日战争时期,汪伪政权,伪任职务：伪长沙县县长，协助日军征粮、抓劳工、修筑工事。结局：抗战胜利逮捕判刑,[],"2026-08-26 17:52:47","2026-08-26 17:52:47",,,,,
"049188cd3e454c4499457f7796c76904",颜叔周,,,,,exact,exact,吴兴全县,[],"[""汪伪吴兴县知事（伪县长）""]",抗日战争时期,"",伪职：汪伪吴兴县知事（伪县长）；罪行：执掌吴兴伪县公署，推行保甲、奴化教育，配合日军清乡，搜刮蚕丝粮食资敌；城内推行良民证制度，镇压民间抗日活动湖州市人民...。；结局：1941 年在马军巷遭抗日志士狙击负伤。,[],"2026-08-27 03:29:02.101325","2026-08-27 03:29:02.101325",,,,,
"049f5d39d994497fb3e5e1447c82ee05",孙仁轩,,,,,exact,exact,长春,[],"[""伪新京总商会会长""]",抗日战争时期,"",伪职：伪新京总商会会长；罪行：为日伪摊派各类报国捐，筹措军需物资，压榨长春商民。；结局：反奸清算，没收财产，判处徒刑。,[],"2026-08-27 03:29:02.094064","2026-08-27 03:29:02.094064",,,,,
"04a4039f0a18475bb902bf7dee140e16",于品卿,,,,,"","",河北冀州,[],[],抗日战争时期,汪伪政权,伪任职务：伪蒙疆联合自治政府副主席，张家口伪政权核心，主管经济搜刮物资。结局：1945 年张家口解放，晋察冀边区公审，执行死刑,[],"2026-08-26 17:52:47","2026-08-26 17:52:47",,,,,
"04a44594d0c24eaa851889f3d590b1d0",胡登庭,,,,,exact,exact,滁县,[],"[""密探队副队长""]",抗日战争时期,"",伪职：密探队副队长；罪行：刘元志副手，发展大批告密线人，在城门、车站盘查，罗织罪名迫害进步人士中国人民政...。；结局：汉奸审判判处死刑。,[],"2026-08-27 03:29:02.104885","2026-08-27 03:29:02.104885",,,,,
"04ac3f80a4684f0ca7605ad8f88ca3e0",黄召贤,,,,,exact,exact,启东,[],"[""启东早期伪自治会会长""]",抗日战争时期,"",伪职：启东早期伪自治会会长；罪行：启东沦陷初期牵头组建伪自治会，迎接日军，搭建傀儡统治。；结局：抗战胜利后清算惩处。,[],"2026-08-27 03:29:02.099131","2026-08-27 03:29:02.099131",,,,,
"04be42d2a9c6434eaddb3d3afb4cbd73",李绍白,,,,,exact,exact,新绛,[],"[""伪新绛县县长""]",抗日战争时期,"",伪职：伪新绛县县长；罪行：建立新绛伪公署，管控同蒲铁路，压榨城乡百姓。；结局：战后汉奸罪判刑,[],"2026-08-27 03:29:02.089226","2026-08-27 03:29:02.089226",,,,,
"04be4e5dfc2842b3b1d392198e5ac62c",刘桂棠（刘黑七）,,,,,"","",山东平邑,[],"[""军长"", ""司令"", ""总司令""]",抗日战争时期,伪军,伪任职务：皇协军前进总司令，反复投敌叛变，鲁南巨匪汉奸抖音百科。结局：1943 年被八路军击毙,[],"2026-08-26 17:52:47","2026-08-26 17:52:47",,,,,
"04efdde0dc144622868290afe5be2083",曹承宗,,,,,exact,exact,"",[],"[""伪安东省末代省长""]",抗日战争时期,"",伪职：伪安东省末代省长；罪行：伪满后期安东省华人最高长官；执行战时物资搜刮，强征劳工、粮食；日本投降后牵头组织安东维持会，企图等待国民党接收。；结局：被俘，以汉奸罪判处重刑。,[],"2026-08-27 03:29:02.092242","2026-08-27 03:29:02.092242",,,,,
"0506996ede844bcaaf864f481c2eefe3",孙柏青,,,,,exact,exact,"",[],"[""伪兴隆县县长；强力推行集家并村，强修人圈，疯狂清剿雾灵山抗日根据地，制造多起惨案。""]",抗日战争时期,"",伪职：伪兴隆县县长；强力推行集家并村，强修人圈，疯狂清剿雾灵山抗日根据地，制造多起惨案。；结局：1945 被俘，公审判处死刑,[],"2026-08-27 03:29:02.083259","2026-08-27 03:29:02.083259",,,,,
"052d631bb3904154a1b9d3299dab0a54",胡筱瑷,,,,,exact,exact,大洼三道沟,[],"[""伪盘山县内务局局长""]",抗日战争时期,"",伪职：伪盘山县内务局局长；罪行：伪县公署华人实权官员，协助日本参事官处理全县行政，摊派苛捐杂税，办理劳工、开拓团土地掠夺。；结局：解放后逮捕，汉奸罪重判。,[],"2026-08-27 03:29:02.093226","2026-08-27 03:29:02.093226",,,,,
"053749eb66a44848979de2f1f973365b",张雪涛,,,,,exact,exact,兴隆,[],"[""伪讨伐队队长；抓捕杀害地下支部书记金成山等多名抗日干部。""]",抗日战争时期,"",伪职：伪讨伐队队长；抓捕杀害地下支部书记金成山等多名抗日干部。；结局：解放后抓获，判处长期徒刑,[],"2026-08-27 03:29:02.083292","2026-08-27 03:29:02.083292",,,,,
"0543e05f2524484fa1b7065816146bde",马昆山,,,,,exact,exact,锦州,[],"[""伪锦州总商会会长""]",抗日战争时期,"",伪职：伪锦州总商会会长；罪行：为日军筹措粮食、被服、军需物资；摊派各种 “报国捐”，压榨辽西商民。；结局：反奸清算，没收财产，判处徒刑。,[],"2026-08-27 03:29:02.092548","2026-08-27 03:29:02.092548",,,,,
"054ca6d2b65c4c96a5a3bb54f5b2bc4f",庞文学,,,,,"","",山东峄县（枣庄）,[],"[""县长""]",抗日战争时期,汪伪政权,伪任职务：峄县伪保安警备大队长，与铁道游击队、运河支队长期作战。结局：1945 年被俘，公审枪决,[],"2026-08-26 17:52:47","2026-08-26 17:52:47",,,,,
"055485bf1b2045e2879af1e741e718f2",宁国才,,,,,exact,exact,安达宋站（今大庆管辖）,"[""宁七麻子""]","[""伪保长，大地主""]",抗日战争时期,"",伪职：伪保长，大地主；罪行：效忠日伪，向日军通风报信抗联行踪；抗联经过时扣押群众，因 “效忠” 被日军公开表彰发奖章，迫害接济抗联百姓。；结局：解放后反奸清算被惩处。,[],"2026-08-27 03:29:02.096694","2026-08-27 03:29:02.096694",,,,,
"058bcb79c92f47aab8d57bafe27c9eba",景阳春,,,,,exact,exact,富锦、同江,[],"[""伪富锦县警察讨伐大队长""]",抗日战争时期,"",伪职：伪富锦县警察讨伐大队长；罪行：带领伪讨伐队在松花江下游扫荡抗联，捣毁多处救国会组织，抓捕、残害抗日群众。；结局：抗战胜利后被反奸清算处决。,[],"2026-08-27 03:29:02.097057","2026-08-27 03:29:02.097057",,,,,
"05a8a9ca8940426e8218be1b74171095",王景岳,,,,,exact,exact,井陉长岗村,[],"[""维持会会长，唯一一任伪井陉县长，兼新民会会长；全县修筑 60 余座炮楼、200 余里封锁沟，捕杀大批抗日干部，掠夺矿产土地；日本投降后摇身投靠国民党，任先遣第八旅旅长。""]",抗日战争时期,"",伪职：维持会会长，唯一一任伪井陉县长，兼新民会会长；全县修筑 60 余座炮楼、200 余里封锁沟，捕杀大批抗日干部，掠夺矿产土地；日本投降后摇身投靠国民党，任先遣第八旅旅长。；结局：潜逃甘肃天水，1951 年抓捕押回井陉，公审处决,[],"2026-08-27 03:29:02.084217","2026-08-27 03:29:02.084217",,,,,
"05d3047befbe4b488f06225b5c40bbd1",苏绍泉,,,,,exact,exact,"",[],"[""伪林西县县长；伪兴安西省行署所在地，管控热北军政，设立矫正局镇压反满抗日人士。""]",抗日战争时期,"",伪职：伪林西县县长；伪兴安西省行署所在地，管控热北军政，设立矫正局镇压反满抗日人士。；结局：战后逮捕判刑赤峰市林西...,[],"2026-08-27 03:29:02.085607","2026-08-27 03:29:02.085607",,,,,
"05d6d58037f34a3f85976bf617badaa9",李凤岐,,,,,exact,exact,临汾,[],"[""伪临汾警备大队长""]",抗日战争时期,"",伪职：伪临汾警备大队长；罪行：收拢溃兵地痞投敌；多次带队扫荡一平垣、枕头西山根据地，抓捕交通员，劫掠村庄财物。；结局：镇反公审枪决,[],"2026-08-27 03:29:02.090093","2026-08-27 03:29:02.090093",,,,,
"05d80a55088f45b0a2b48b2b90da93c7",林一,,,,,exact,exact,普陀沈家门,[],"[""日伪沈家门特务队长""]",抗日战争时期,"",伪职：日伪沈家门特务队长；罪行：地痞投敌，特务组长升特务队长；多次带领日军下乡扫荡，枪杀游击队员与群众，焚烧民房浙江省地方...。；结局：抗战时期被抗日武装锄奸处决。,[],"2026-08-27 03:29:02.102305","2026-08-27 03:29:02.102305",,,,,
"0602dd08be6a45308a07613baf9014b3",金荣桂,,,,,exact,exact,辽宁辽阳,[],"[""伪奉天市市长""]",抗日战争时期,"",伪职：伪奉天市市长；罪行：接续主持奉天市政，强化户口管控，强征劳工物资，推行治安强化运动。；结局：抗战胜利被捕，以汉奸罪判刑。,[],"2026-08-27 03:29:02.090660","2026-08-27 03:29:02.090660",,,,,
