"地区","姓名","职务","主要罪行","结局"
"清丰县","张裕元","伪清丰县警备队队长→伪警备团副团长→伪清丰县公署知事（伪县长）","清丰县王什乡（今高新区胡村乡张田楼村）人。1939年参加抗日救国会，没几天被日伪军抓去后充当汉奸。1940年任伪警备队队长，1943年升警备团副团长。1943年除夕夜调集伪军300余人血洗张村，杀害群众108人、26户绝户，烧毁房屋500余间，抢走牲畜200余头，制造骇人听闻的“张村惨案”","1944年清丰战役中被八路军击毙"
"清丰县","刘建义","清丰维持会会长","青帮头子，1938年2月日军二次占领清丰后出任维持会会长，专为日寇效力","待考（四支队打击汉奸组织后下场）"
"清丰县","胡宗民","伪清丰县警备大队长","与张裕元一同在清丰为日军效力","1944年清丰战役中被活捉"
"清丰县","梁海潮","告密汉奸","清丰卫河地区梁村人。贪图日军赏赐，主动充当眼线，夫妻二人专门搜集抗日干部行踪向据点告密。1943年向伪军告密，致使9名县区干部、39名群众被捕，村长马秋阁惨遭杀害","抗战后期被我方锄奸队镇压处决"
"清丰县","周老三","伪保长","清丰乡级伪保长，为日军服务","待考"
"南乐县","李铁山","南乐伪县长、冀南剿共保安联合军指挥官","河北籍，原旧军官，抗战爆发投靠日军。1941至1944年任南乐县伪县长，兼伪军高级指挥官，统管南乐、清丰一带伪军力量。推行保甲连坐，大肆征粮抓夫；多次下乡扫荡，搜捕地下党员、抗日家属；带兵抓捕抗日干部亲属，严刑逼供","1944年清丰战役中被八路军活捉，公审后处决"
"南乐县","何举之","南乐维持会会长（首任伪县长）","南乐本地大地主。1937年底日军侵占南乐后出面组建维持会，出任第一任伪县长。加固城门，严查出入人员，设立水牢关押嫌疑群众，逼迫各村上交粮款","1938年四支队进攻南乐城时弃城逃亡，之后下落不明"
"南乐县","杨法贤","南乐元村伪自卫大队长→伪东亚同盟自治军第二旅旅长","南乐县元村镇人。1905年生，早年当兵，返乡后收拢地痞流氓。日军占领南乐后抢夺民间枪支投靠日军，盘踞元村渡口。把持卫河渡口盘查勒索来往百姓，配合日军扫荡南乐西部乡村，搜捕地下交通员。后任伪东亚同盟自治军第二旅旅长，拥有3000多人武装，多次大规模扫荡我抗日根据地，残杀抗日军政干部及亲属和无辜群众","1944年南乐战役中被俘，公审后枪决"
"南乐县","刘富山","伪军头目","南乐城内南街人，兵痞出身。1941年跑到濮阳叛变投敌，充当汉奸走狗","待考"
"南乐县","王子桢","南乐维持会骨干","与何举之一同为日军效力，每到傍晚就偷偷溜到城外躲藏","1938年四支队进攻南乐时逃跑"
"南乐县","赵宝珍","驻五花营炮楼伪中队长","南乐县北敌伪头面人物，扼锁南大公路","后被王秉汉争取，弃暗投明"
"南乐县","何举之部属（数名）","维持会重要成员","协助何举之维持南乐伪政权","1938年四支队攻克南乐后公审枪决"
"范县／濮县","米文和","伪六十九军师长","石友三部属，驻濮县城内，为日军效力","待考"
"范县／濮县","陈光然","伪六十九军师长","石友三部属","待考"
"范县／濮县","孟昭进","伪六十九军一旅旅长","石友三部属","待考"
"范县／濮县","马伯彦","伪新八军师长","高树勋部属（高后反正）","待考"
"范县／濮县","黄政泰","伪新八军旅长","石友三部属","待考"
"范县／濮县","窦崇义","伪新八军旅长","石友三部属","待考"
"台前县（原寿张县）","沈广训","伪寿张县维持会长→伪警备大队副队长→伪县长","1898年生。1939年日军占领寿张城后投敌，历任伪维持会长、警备大队副队长和伪县长。效忠日军，网罗兵痞、土匪和社会流氓，扩充汉奸武装，组建警备大队，多时辖17个中队","1945年被冀鲁豫军区八分区主力部队在阳谷县城活捉，同年8月处决"
"冀南道（辖濮阳）","薛兴甫","伪冀南道尹","河北籍，日伪高级文官，投降日军后任伪冀南道尹，管辖冀南、豫北十余县伪政权。统筹各县横征暴敛，指挥各县伪政权配合日军扫荡冀鲁豫根据地。1944年亲自到清丰县城召集13县伪县长开会","1944年清丰战役中被八路军生擒，公审镇压"
