"地区","姓名","职务","主要罪行","结局"
"武汉（伪军）","李宝琏","伪第十三军军长","汪伪军头目[reference:54]","待考"
"武汉（伪军）","古鼎新","伪军师长","汪伪军头目[reference:55]","待考"
"武汉（伪军）","金亦吾","伪军师长","汪伪军头目[reference:56]","待考"
"武汉（伪军）","张启璜","伪军师长","汪伪军头目[reference:57]","待考"
"武汉（伪军）","李吉苍","伪军师长","汪伪军头目[reference:58]","待考"
"武汉","胡兰成","《大楚报》社长（文化汉奸）","知名文化汉奸，张爱玲前夫[reference:59]；任伪《大楚报》社长[reference:60]","待考"
"武汉","关永吉","伪《大楚报》总编辑（文化汉奸）","文化汉奸[reference:61]","1945年10月被逮捕[reference:62]"
"武汉","郑燕生","文化汉奸","伪《大楚报》文化汉奸[reference:63]","1945年10月被逮捕[reference:64]"
"武汉","彭肇昌","文化汉奸","伪《大楚报》文化汉奸[reference:65]","1945年10月被逮捕[reference:66]"
"武汉","张望","文化汉奸","伪《大楚报》文化汉奸[reference:67]","1945年10月被逮捕[reference:68]"
"武汉","陈又夫","文化汉奸","伪《大楚报》文化汉奸[reference:69]","1945年10月被逮捕[reference:70]"
"武汉","刘漾然","文化汉奸","伪《大楚报》文化汉奸[reference:71]","1945年10月被逮捕[reference:72]"
"武汉","唐和","文化汉奸","伪《大楚报》文化汉奸[reference:73]","1945年10月被逮捕[reference:74]"
"武汉","陈之慎","文化汉奸","伪《大楚报》文化汉奸[reference:75]","1945年10月被逮捕[reference:76]"
"武汉","张鄞芙","文化汉奸","伪《大楚报》文化汉奸[reference:77]","1945年10月被逮捕[reference:78]"
"武汉","丁惕吾","文化汉奸","伪《大楚报》文化汉奸[reference:79]","1945年10月被逮捕[reference:80]"
"武汉","吴国瑞","文化汉奸","伪《大楚报》文化汉奸[reference:81]","1945年10月被逮捕[reference:82]"
"武汉","盛代时","文化汉奸","伪《大楚报》文化汉奸[reference:83]","1945年10月被逮捕[reference:84]"
"武汉","李彦俊","文化汉奸","伪《大楚报》文化汉奸[reference:85]","1945年10月被逮捕[reference:86]"
"武汉","周训德","文化汉奸","伪《大楚报》文化汉奸[reference:87]","1945年10月被逮捕[reference:88]"
"武汉（政治汉奸）","谢立生","伪职","政治汉奸[reference:89]","1945年10月被逮捕[reference:90]"
"武汉（政治汉奸）","王大德","伪职","政治汉奸[reference:91]","1945年10月被逮捕[reference:92]；1946年3月受审[reference:93]"
"武汉（政治汉奸）","金玉昆","伪职","政治汉奸[reference:94]","1945年10月被逮捕[reference:95]"
"武汉（政治汉奸）","蔡琮","伪职","政治汉奸[reference:96]","1945年10月被逮捕[reference:97]"
"武汉（政治汉奸）","朱熹民","伪职","政治汉奸[reference:98]","1945年10月被逮捕[reference:99]"
"武汉（政治汉奸）","白玉书","伪职","政治汉奸[reference:100]","1945年10月被逮捕[reference:101]"
"武汉（政治汉奸）","欧阳洪烈","伪职","政治汉奸[reference:102]","1945年10月被逮捕[reference:103]"
"武汉（政治汉奸）","黎力明","伪职","政治汉奸[reference:104]","1945年10月被逮捕[reference:105]"
"武汉（政治汉奸）","涂惠黎","伪职","政治汉奸[reference:106]","1945年10月被逮捕[reference:107]"
"武汉（政治汉奸）","黄启昭","伪汉口市党部书记长","政治汉奸[reference:108]","1945年10月被逮捕[reference:109]"
"武汉（政治汉奸）","张世模","伪职","政治汉奸[reference:110]","1945年10月被逮捕[reference:111]"
"武汉（军事汉奸）","吴宏文","伪武汉绥靖公署交通处长秘书、伪鄂省保安处情报主任","军事汉奸[reference:112]","1945年10月被逮捕[reference:113]"
"武汉（经济汉奸）","张一民","伪合利公司秘书","经济汉奸[reference:114]","1945年10月被逮捕[reference:115]"
"武汉（经济汉奸）","贡德政","经济汉奸","经济汉奸[reference:116]","1945年10月被逮捕[reference:117]"
"武汉（经济汉奸）","张利生","经济汉奸","经济汉奸[reference:118]","1945年10月被逮捕[reference:119]"
"武汉（经济汉奸）","董玉卿","经济汉奸","经济汉奸[reference:120]","1945年10月被逮捕[reference:121]"
"武汉（经济汉奸）","刘瑞","经济汉奸","经济汉奸[reference:122]","1945年10月被逮捕[reference:123]"
"武汉（经济汉奸）","蒋鑫","经济汉奸","经济汉奸[reference:124]","1945年10月被逮捕[reference:125]"
"武汉（经济汉奸）","戴吾愆","经济汉奸","经济汉奸[reference:126]","1945年10月被逮捕[reference:127]"
"武汉（经济汉奸）","李同燧","伪湖北盐务管理局局长","经济汉奸[reference:128]","1946年3月22日受审[reference:129]"
"武汉（经济汉奸）","彭东乔","伪职","1946年3月22日与李同燧一同受审[reference:130]","1946年3月受审[reference:131]"
"武汉（特务汉奸）","应延源","特务汉奸","特务汉奸[reference:132]","1945年10月被逮捕[reference:133]"
"武汉（特务汉奸）","邱玉亭","特务汉奸","特务汉奸[reference:134]","1945年10月被逮捕[reference:135]"
"武汉（特务汉奸）","万云山","特务汉奸","特务汉奸[reference:136]","1945年10月被逮捕[reference:137]"
"武汉（特务汉奸）","朱长材","特务汉奸","特务汉奸[reference:138]","1945年10月被逮捕[reference:139]"
"武汉（特务汉奸）","许梦如","特务汉奸","特务汉奸[reference:140]","1945年10月被逮捕[reference:141]"
"武汉（特务汉奸）","李晃","特务汉奸","特务汉奸[reference:142]","1945年10月被逮捕[reference:143]"
"武汉（特务汉奸）","张树椿","特务汉奸","特务汉奸[reference:144]","1945年10月被逮捕[reference:145]"
"武汉（特务汉奸）","任攸","特务汉奸","特务汉奸[reference:146]","1945年10月被逮捕[reference:147]"
"武汉（特务汉奸）","刘峰","特务汉奸","特务汉奸[reference:148]","1945年10月被逮捕[reference:149]"
"武汉（特务汉奸）","彭长林","特务汉奸","特务汉奸[reference:150]","1945年10月被逮捕[reference:151]"
"武汉（特务汉奸）","喻伯屏","特务汉奸","特务汉奸[reference:152]","1945年10月被逮捕[reference:153]"
"武汉（特务汉奸）","王少卿","特务汉奸","特务汉奸[reference:154]","1945年10月被逮捕[reference:155]"
"武汉（特务汉奸）","程荣华","特务汉奸","特务汉奸[reference:156]","1945年10月被逮捕[reference:157]"
"武汉（特务汉奸）","以俊卿","特务汉奸","特务汉奸[reference:158]","1945年10月被逮捕[reference:159]"
"武汉（特务汉奸）","毛幼卿","特务汉奸","特务汉奸[reference:160]","1945年10月被逮捕[reference:161]"
"武汉（特务汉奸）","周纯祥","特务汉奸","特务汉奸[reference:162]","1945年10月被逮捕[reference:163]"
"武汉（特务汉奸）","谢立元","特务汉奸","特务汉奸[reference:164]","1945年10月被逮捕[reference:165]"
"武汉（特务汉奸）","艾英","特务汉奸","特务汉奸[reference:166]","1945年10月被逮捕[reference:167]"
"武汉（特务汉奸）","胡祥材","特务汉奸","特务汉奸[reference:168]","1945年10月被逮捕[reference:169]"
"武汉（特务汉奸）","徐明镜","特务汉奸","特务汉奸[reference:170]","1945年10月被逮捕[reference:171]"
"武汉（特务汉奸）","王晋荣","特务汉奸","特务汉奸[reference:172]","1945年10月被逮捕[reference:173]"
"武汉（特务汉奸）","黄汉臣","特务汉奸","特务汉奸[reference:174]","1945年10月被逮捕[reference:175]"
"武汉（特务汉奸）","涂拔丞","特务汉奸（自首）","特务汉奸，后自首[reference:176]","1945年10月自首[reference:177]"
"武汉（特务汉奸）","雷闳肆","特务汉奸（自首）","特务汉奸，后自首[reference:178]","1945年10月自首[reference:179]"
"武汉（特务汉奸）","王一民","伪政治保卫局秘书","特务汉奸[reference:180]","1945年10月被逮捕[reference:181]"
"武汉（特务汉奸）","魏定棋","特务汉奸","特务汉奸[reference:182]","1945年10月被逮捕[reference:183]"
"武汉（特务汉奸）","萧少清","特务汉奸","特务汉奸[reference:184]","1945年10月被逮捕[reference:185]"
"武汉（特务汉奸）","张维清","特务汉奸","特务汉奸[reference:186]","1945年10月被逮捕[reference:187]"
"武汉（特务汉奸）","程青山","特务汉奸","特务汉奸[reference:188]","1945年10月被逮捕[reference:189]"
"武汉（特务汉奸）","艾贵海","特务汉奸","特务汉奸[reference:190]","1945年10月被逮捕[reference:191]"
"武汉（特务汉奸）","胡云彪","特务汉奸","特务汉奸[reference:192]","1945年10月被逮捕[reference:193]"
"武汉（特务汉奸）","刘忠义","特务汉奸","特务汉奸[reference:194]","1945年10月被逮捕[reference:195]"
"武汉（特务汉奸）","唐敏初","特务汉奸","特务汉奸[reference:196]","1945年10月被逮捕[reference:197]"
"武汉（特务汉奸）","乔少山","特务汉奸","特务汉奸[reference:198]","1945年10月被逮捕[reference:199]"
"武汉（特务汉奸）","孙方晤","特务汉奸","特务汉奸[reference:200]","1945年10月被逮捕[reference:201]"
"武汉（特务汉奸）","李谷川","特务汉奸","特务汉奸[reference:202]","1945年10月被逮捕[reference:203]"
"武汉（黄陂县）","胡人杰","伪黄陂县警防团团长兼县保安大队副大队长","黄陂县阴险毒辣的汉奸[reference:204]；认贼作父，为害乡里[reference:205]","待考"
"武汉（黄陂县）","萧季三（萧勋）","伪职（巨奸）","沔阳人，保定军校毕业[reference:206]；对武汉情形异常熟悉[reference:207]","1946年5月18日被捕[reference:208]"
"武汉","姚春阶","青红帮头目","青红帮头目，包庇汉奸[reference:209]","待考"
"武汉","龚藻堂","大经济汉奸","大经济汉奸[reference:210]","待考"
"武汉（伪湖北省）","张若柏","伪湖北省政府秘书长","何佩瑢任伪省长时的秘书长[reference:211]","待考"
"武汉（伪湖北省）","江潭","伪湖北省民政厅长","何佩瑢任伪省长时的民政厅长[reference:212]","待考"
"武汉（伪湖北省）","刘泥青","伪湖北省财政厅长","何佩瑢任伪省长时的财政厅长[reference:213]","待考"
"武汉（伪湖北省）","徐镇武","伪湖北省教育厅长","何佩瑢任伪省长时的教育厅长[reference:214]","待考"
"武汉（伪湖北省）","宋怀远","伪湖北省建设厅长","何佩瑢任伪省长时的建设厅长[reference:215]","待考"
"武汉（伪湖北省）","王寿山","伪湖北省警务厅长","何佩瑢任伪省长时的警务厅长[reference:216]","待考"
"武汉（伪湖北省）","孙基昌","伪湖北省保安处长","何佩瑢任伪省长时的保安处长[reference:217]","待考"
"武汉（伪武汉市政府）","张燕卿","伪冀东防共自治政府要员（关联）","张之洞第十一子[reference:218]；张仁蠡之兄[reference:219]；日军曾邀其任伪武汉市长，其荐弟张仁蠡代之[reference:220]","待考"
